Período;Região;Entidade;Localização Geográfica;Nº Consultas Médicas Presenciais (QT);Nº de Consultas Médicas Não Presenciais ou Inespecíficas (Qt);Nº de Consultas Médicas ao Domicílio (Qt)
2017-09;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;23256;7767.0;108.0
2017-09;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;68779;30312.0;483.0
2017-09;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;43656;16718.0;226.0
2017-09;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;33704;7966.0;156.0
2017-09;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;19165;12156.0;240.0
2017-09;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;30747;12915.0;287.0
2017-10;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;37025;20449.0;349.0
2017-10;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;26091;12580.0;277.0
2017-10;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;52687;21394.0;668.0
2017-10;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;24233;7487.0;85.0
2017-10;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;38671;12042.0;266.0
2017-10;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;18924;13211.0;242.0
2017-11;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;26260;13215.0;252.0
2017-11;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;4901;3250.0;4.0
2017-11;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;37469;8536.0;189.0
2017-11;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;22803;10790.0;255.0
2017-11;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;16954;6533.0;146.0
2017-11;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;31765;16182.0;425.0
2017-11;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;34337;18794.0;360.0
2017-11;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;32944;17755.0;389.0
2017-11;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;30276;16740.0;273.0
2017-12;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;19664;10215.0;205.0
2017-12;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;8469;3725.0;41.0
2017-12;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;17635;7582.0;98.0
2017-12;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;34706;11931.0;198.0
2017-12;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;12148;5444.0;113.0
2017-12;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;18098;8370.0;153.0
2017-12;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;14398;10058.0;203.0
2017-12;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;24801;13114.0;348.0
2017-12;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;21122;13111.0;322.0
2017-12;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;16322;8338.0;218.0
2017-12;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;26324;11375.0;278.0
2017-12;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;24255;13074.0;278.0
2018-01;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;27083;8320.0;159.0
2018-01;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;5413;3961.0;9.0
2018-01;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;64684;23421.0;494.0
2018-01;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;37680;12032.0;210.0
2018-01;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;37831;15444.0;308.0
2018-01;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;36632;12106.0;232.0
2018-01;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;57195;14241.0;375.0
2018-01;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;65327;25556.0;628.0
2018-01;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;20774;13957.0;282.0
2018-01;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;37637;15573.0;360.0
2018-01;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;30972;15273.0;492.0
2018-01;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;35648;18490.0;375.0
2018-02;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;16276;6267.0;170.0
2018-02;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;10637;3956.0;133.0
2018-02;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;52846;18077.0;620.0
2018-02;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;23581;5974.0;114.0
2018-02;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;33786;12355.0;257.0
2018-02;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;35883;13649.0;246.0
2018-02;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;37899;9942.0;289.0
2018-02;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;51191;22727.0;629.0
2018-02;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;22137;9169.0;227.0
2018-02;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;16817;10872.0;282.0
2018-03;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;16416;6428.0;153.0
2018-03;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;26601;12868.0;274.0
2018-03;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;10658;4320.0;129.0
2018-03;Região de Saúde do Centro;ACES Cova da Beira;40.2677741,-7.4995083;13525;6449.0;35.0
2018-03;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;35300;12763.0;247.0
2018-03;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;34858;9861.0;377.0
2018-03;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;51819;12284.0;345.0
2018-03;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;17672;11430.0;285.0
2018-03;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;31133;14630.0;463.0
2018-03;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;20999;11114.0;305.0
2018-03;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;26599;14267.0;346.0
2018-03;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;31941;16348.0;364.0
2018-04;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;24585;12457.0;261.0
2018-04;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;62368;37541.0;467.0
2018-04;Região de Saúde do Centro;ACES Cova da Beira;40.2677741,-7.4995083;12486;6568.0;25.0
2018-04;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;21522;14859.0;177.0
2018-04;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;41967;16536.0;252.0
2018-04;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;32838;9932.0;301.0
2018-04;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;32169;12818.0;189.0
2018-04;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;49544;12494.0;303.0
2018-04;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;49950;24701.0;621.0
2018-04;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;21990;8973.0;232.0
2018-04;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;31103;19126.0;430.0
2018-04;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;32745;13386.0;356.0
2018-04;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;30181;15587.0;376.0
2018-05;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;25778;13962.0;287.0
2018-05;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;51430;20601.0;628.0
2018-05;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;23436;6916.0;91.0
2018-05;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;33939;15852.0;199.0
2018-05;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;33376;10780.0;289.0
2018-05;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;16226;7070.0;253.0
2018-05;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;21898;11095.0;277.0
2018-05;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;30337;13844.0;304.0
2018-05;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;20041;10292.0;330.0
2018-05;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;32837;18648.0;420.0
2018-05;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;28941;16862.0;365.0
2018-06;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;11698;5317.0;52.0
2018-06;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;31777;10030.0;161.0
2018-06;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;51029;24623.0;743.0
2018-06;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;22499;8176.0;332.0
2018-06;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;26151;13170.0;358.0
2018-06;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;20025;9800.0;268.0
2018-07;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;44954;17545.0;324.0
2018-07;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;32579;11163.0;168.0
2018-07;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;27013;11676.0;201.0
2018-07;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;50796;13897.0;263.0
2018-07;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;16040;5805.0;184.0
2018-07;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;29453;15884.0;397.0
2018-07;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;33811;13925.0;351.0
2018-08;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;20972;12080.0;153.0
2018-08;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;39352;17116.0;250.0
2018-08;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;22730;10289.0;194.0
2018-08;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;31074;14400.0;185.0
2018-08;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;27255;9807.0;205.0
2018-08;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;13900;5917.0;135.0
2018-08;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;18210;8190.0;216.0
2018-08;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;27812;13210.0;345.0
2018-08;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;15409;11003.0;182.0
2018-08;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;28700;12923.0;224.0
2018-08;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;26164;14558.0;308.0
2018-08;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;21935;13078.0;282.0
2018-09;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;13823;6282.0;114.0
2018-09;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;21607;11447.0;231.0
2018-09;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;65037;29507.0;420.0
2018-09;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;46643;19440.0;452.0
2018-09;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;30519;13113.0;186.0
2018-09;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;30411;7866.0;238.0
2018-09;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;27972;13472.0;149.0
2018-09;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;19790;10341.0;228.0
2018-09;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;14142;5761.0;142.0
2018-09;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;22057;13056.0;244.0
2018-09;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;31403;17206.0;270.0
2018-09;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;28473;15969.0;274.0
2018-10;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;28440;8818.0;154.0
2018-10;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;49570;19583.0;371.0
2018-10;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;25896;7774.0;107.0
2018-10;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;38009;16707.0;217.0
2018-10;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;41047;12500.0;299.0
2018-10;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;60855;26099.0;598.0
2018-10;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;18527;13399.0;327.0
2018-10;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;35169;15630.0;385.0
2018-10;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;15940;6462.0;218.0
2018-10;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;28083;16763.0;412.0
2018-10;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;35158;19058.0;368.0
2018-11;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;27244;7899.0;155.0
2018-11;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;65309;41156.0;560.0
2018-11;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;12458;5740.0;47.0
2018-11;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;23685;15892.0;162.0
2018-11;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;36445;15435.0;222.0
2018-11;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;35778;9109.0;312.0
2018-11;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;16268;6699.0;164.0
2018-11;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;23324;11083.0;287.0
2018-11;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;33517;14251.0;370.0
2018-11;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;16136;6085.0;164.0
2018-11;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;33912;14231.0;389.0
2018-11;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;32560;16955.0;356.0
2018-12;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;20620;10174.0;294.0
2018-12;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;9132;3576.0;98.0
2018-12;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;9720;4607.0;46.0
2018-12;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;3918;2737.0;9.0
2018-12;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;34009;7083.0;155.0
2018-12;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;32891;9274.0;236.0
2018-12;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;29900;7225.0;263.0
2018-12;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;37051;12759.0;272.0
2018-12;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;47562;18881.0;584.0
2018-12;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;43564;22389.0;586.0
2018-12;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;18801;8777.0;188.0
2018-12;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;30064;17320.0;317.0
2018-12;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;21393;14295.0;306.0
2018-12;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;21546;11169.0;277.0
2018-12;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;20493;11594.0;275.0
2018-12;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;29392;15580.0;322.0
2019-01;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;28294;14755.0;314.0
2019-01;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;67560;24783.0;603.0
2019-01;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;38808;12300.0;235.0
2019-01;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;45499;9667.0;224.0
2019-01;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;41406;17941.0;279.0
2019-01;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;35837;15217.0;258.0
2019-01;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;26359;10025.0;321.0
2019-01;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;36747;17682.0;486.0
2019-01;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;37946;16629.0;385.0
2019-01;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;20907;13274.0;321.0
2019-01;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;23525;12315.0;345.0
2019-01;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;39616;20262.0;351.0
2019-02;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;25842;11820.0;356.0
2019-02;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;11320;4231.0;142.0
2019-02;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;54709;18746.0;591.0
2019-02;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;23276;9217.0;143.0
2019-02;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;24278;6132.0;155.0
2019-02;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;28660;10780.0;258.0
2019-02;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;33808;9784.0;451.0
2019-02;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;43715;14200.0;276.0
2019-02;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;30955;10716.0;194.0
2019-02;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;23030;8961.0;290.0
2019-02;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;31846;18820.0;427.0
2019-02;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;26277;12762.0;339.0
2019-02;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;32430;15709.0;295.0
2019-03;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;36117;18740.0;270.0
2019-03;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;16166;6087.0;142.0
2019-03;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;27686;7292.0;149.0
2019-03;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;46716;18035.0;312.0
2019-03;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;34659;8575.0;329.0
2019-03;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;33748;10048.0;381.0
2019-03;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;49764;15351.0;394.0
2019-03;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;55523;20463.0;583.0
2019-03;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;14190;5216.0;201.0
