Período;Região;Entidade;Localização Geográfica;Utentes Inscritos com Hipertensão Arterial, com pressão arterial inferior a 150/90 mmHg nos últimos 6 meses;Hipertensos < 65 Anos, com Pressão Arterial < 150/90
2015-01;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;2906;20.648
2015-02;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;568;15.17094
2015-02;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;1427;22.49724
2015-02;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;569;17.58887
2015-02;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;2629;18.51017
2015-02;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;2731;16.69111
2015-02;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;4213;21.23167
2015-02;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;2724;24.66721
2015-02;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;2019;28.6912
2015-02;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;2434;26.38482
2015-02;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;4117;25.81029
2015-02;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;4029;25.60208
2015-03;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;5604;35.85183
2015-03;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;4267;40.74286
2015-03;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;1338;12.87777
2015-03;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;8692;27.42215
2015-03;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;2406;21.83898
2015-03;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;6099;43.86507
2015-03;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;6325;49.09952
2015-03;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;3944;32.56813
2015-04;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;6054;39.187
2015-04;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;2465;28.52349
2015-04;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;2213;35.93116
2015-04;Região de Saúde do Centro;ACES Cova da Beira;40.2677741,-7.4995083;1302;22.30598
2015-04;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;3415;28.96522
2015-04;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;4718;32.39495
2015-04;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;6207;33.5441
2015-04;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;5523;33.87305
2015-04;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;12894;52.21511
2015-04;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;3568;45.81996
2015-04;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;8114;54.80211
2015-04;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;7074;50.51775
2015-04;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;4285;45.06257
2015-04;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;5399;44.39602
2015-05;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;7100;44.89409
2015-05;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;4300;37.44014
2015-05;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;2799;43.30136
2015-05;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;8241;44.05067
2015-05;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;4785;33.01822
2015-05;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;6177;33.00385
2015-05;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;7514;45.29781
2015-06;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;1190;35.23838
2015-06;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;7030;35.60395
2015-06;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;13818;48.98263
2015-06;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;8112;43.28247
2015-06;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;5972;35.33519
2015-06;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;5580;38.23227
2015-06;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;7462;45.19411
2015-06;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;9683;37.76521
2015-06;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;7198;49.93756
2015-06;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;11807;62.74312
2015-06;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;7099;57.64047
2015-06;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;10247;60.33325
2015-06;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;8323;50.00901
2015-06;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;11669;69.37162
2015-07;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;1325;11.39883
2015-07;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;732;11.22183
2015-07;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;1315;10.93555
2015-07;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;295;8.65103
2015-07;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;1530;9.2806
2015-07;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;1038;6.38691
2015-07;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;1969;11.8686
2015-07;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;5150;20.62558
2015-07;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;1026;13.07673
2015-07;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;2585;17.12374
2015-07;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;2575;17.938
2015-07;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;1882;15.213
2015-07;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;2604;15.29246
2015-07;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;3407;20.19921
2015-08;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;3465;21.59955
2015-08;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;2554;23.82907
2015-08;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;423;17.21612
2015-08;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;1133;17.31886
2015-08;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;3653;14.52485
2015-08;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;2559;25.76002
2015-08;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;2279;23.95417
2015-08;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;4225;31.96157
2015-08;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;3017;24.28755
2015-08;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;5794;34.26578
2015-09;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;1237;11.29784
2015-09;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;4716;22.21385
2015-09;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;3535;23.45876
2015-09;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;2918;17.52237
2015-09;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;5295;27.77924
2015-09;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;3839;28.581
2015-09;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;3467;29.98876
2015-09;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;3862;38.74009
2015-09;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;3839;34.16392
2015-09;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;6173;46.64148
2015-09;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;6361;37.16406
2015-09;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;5968;36.67875
2015-10;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;6608;40.74736
2015-10;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;2598;28.28525
2015-10;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;902;28.99389
2015-10;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;8477;30.41076
2015-10;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;11915;36.22021
2015-10;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;2030;30.76224
2015-10;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;3454;28.2582
2015-10;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;3072;26.05819
2015-10;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;5877;35.15793
2015-10;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;3418;42.88044
2015-10;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;4385;38.08076
2015-10;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;10208;54.05348
2015-10;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;4484;46.22204
2015-10;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;10038;58.86354
2015-11;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;7717;47.33485
2015-11;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;4436;37.30866
2015-11;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;5490;50.53853
2015-11;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;13723;41.46172
2015-11;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;3647;30.65994
2015-11;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;5091;38.32719
2015-11;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;5349;35.46612
2015-11;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;10155;48.47487
2015-11;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;5123;44.35114
2015-11;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;7000;67.88866
2015-11;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;6661;53.00812
2015-12;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;10316;70.15778
2015-12;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;6244;54.97931
2015-12;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;10653;69.22477
2015-12;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;4254;52.91045
2015-12;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;9132;34.90159
2015-12;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;7524;44.92208
2015-12;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;6561;38.4291
2015-12;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;5920;39.08107
2016-01;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;1053;7.08185
2016-01;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;1605;15.64175
2016-01;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;2210;13.61424
2016-01;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;2219;15.2582
2016-01;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;1482;13.73876
2016-01;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;1777;18.27437
2016-01;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;2160;13.80456
2016-01;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;1300;8.12348
2016-01;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;1145;9.17909
2016-01;Região de Saúde do Centro;ACES Cova da Beira;40.2677741,-7.4995083;387;6.48676
2016-01;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;2286;12.57633
2016-01;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;2110;10.27614
2016-02;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;2067;13.6616
2016-02;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;1399;15.79363
2016-02;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;3323;33.80468
2016-02;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;4418;35.0107
2016-02;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;2262;16.44015
2016-02;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;1612;14.13787
2016-02;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;2362;14.6082
2016-03;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;3114;19.70512
2016-03;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;4804;30.81858
2016-03;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;5551;40.36504
2016-03;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;3993;42.53755
2016-03;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;5589;33.614
2016-03;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;7919;47.43336
2016-03;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;3915;23.99632
2016-03;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;3547;21.46575
2016-03;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;5891;23.42439
2016-03;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;5233;25.0263
2016-03;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;721;21.26844
2016-03;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;2798;23.58992
2016-04;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;8360;54.53359
2016-04;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;5004;51.10294
2016-04;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;4864;44.18203
2016-04;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;6906;49.90245
2016-04;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;4846;51.23705
2016-04;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;9492;52.23996
2016-04;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;5248;43.33609
2016-04;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;7065;44.76052
2016-04;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;7414;29.20162
2016-04;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;5615;30.10885
2016-04;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;8676;31.13136
2016-04;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;11757;36.77625
2016-05;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;15823;63.95198
2016-05;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;9372;60.48012
2016-05;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;5805;52.41062
2016-05;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;5387;56.79494
2016-05;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;3723;50.96509
2016-05;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;6651;53.68039
2016-05;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;8012;47.55178
2016-05;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;6113;38.37896
2016-05;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;6477;35.30662
2016-05;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;5155;38.93799
2016-05;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;4514;35.14755
2016-05;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;13830;43.06667
2016-06;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;11052;53.99121
2016-06;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;10309;68.32582
2016-06;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;9798;67.81092
2016-06;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;4947;52.83563
2016-06;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;9278;58.23134
2016-06;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;12003;70.45668
2016-06;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;4923;29.41212
2016-06;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;4713;32.1049
2016-06;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;6125;38.20961
2016-06;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;9805;51.7005
2016-06;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;4252;35.19576
2016-06;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;3954;33.61673
2016-07;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;1506;14.08266
2016-07;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;748;8.11808
2016-07;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;944;12.80521
2016-07;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;2100;15.05916
2016-07;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;1750;18.33421
2016-07;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;1302;13.89689
2016-07;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;1862;14.89243
2016-07;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;2333;14.62971
2016-07;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;1910;7.2773
2016-07;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;1259;9.37384
2016-07;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;3162;11.20959
2016-07;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;3056;10.36354
2016-08;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;1933;16.79409
2016-08;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;1743;23.54133
2016-08;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;2989;31.27878
2016-08;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;3983;24.91555
2016-08;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;4288;20.82362
